code,name,date,fullName,avgYld,issueDate,maturity,coupon,payPerYr,compPerYr,durT,mdurT,convT
B9A506,P09日投控4,20230712,日月光投控 109年度第 2期無擔保普通公司債丙券,1.6225,20200813,20270813,0.95,1,1,3.9972,3.9337,962.8742
B9A601,P08元大證1A,20190606,元大證券 108年度第 1次無擔保次順位普通債甲券,1.25,20190606,20260606,1.25,1,1,6.7523,6.6693,2603.014
B9A602,P08元大證1B,20190606,元大證券 108年度第 1次無擔保次順位普通債乙券,1.4,20190606,20290606,1.4,1,1,9.4125,9.2832,4931.7312
B9A603,P09元大證1,20201020,元大證券 109年度第一次無擔保次順位普通債甲券,0.8498,20201020,20271020,0.85,1,1,6.8299,6.7725,2664.4214
B9A604,P09元大證2,20201020,元大證券 109年度第一次無擔保次順位普通債乙券,0.95,20201020,20301020,0.95,1,1,9.5939,9.504,5105.9225
B9A605,P10元大證1,20210517,元大證券 110年度第 1次無擔保次順位普通債甲券,0.82,20210517,20310517,0.82,1,1,9.6477,9.5695,5157.7491
B9A606,P10元大證2,20210517,元大證券 110年度第一次無擔保次順位普通債乙券,1.02,20210517,20360517,1.02,1,1,13.998,13.8572,10716.1087
B9A607,P12元大證1,20230815,元大證券 112年度第 1次無擔保普通公司債甲券,1.62,20230815,20280815,1.62,1,1,4.8489,4.7719,1394.3391
B9A608,P12元大證2,20230815,元大證券 112年度第 1次無擔保普通公司債乙券,1.82,20230815,20330815,1.82,1,1,9.2498,9.0853,4776.3264
B9A609,P13元大證1,20240523,元大證券 113年度第 1次無擔保普通公司債甲券,1.76,20240523,20290523,1.76,1,1,4.8363,4.7529,1385.538
B9A610,P13元大證2,20240523,元大證券 113年度第 1次無擔保普通公司債乙券,1.86,20240523,20340523,1.86,1,1,9.2345,9.0662,4761.2958
B9A611,P14元大證1,20250109,元大證券 114年度第 1次無擔保普通公司債甲券,1.94,20250109,20300109,1.94,1,1,4.8203,4.7289,1374.4893
B9A612,P14元大證2,20250109,元大證券 114年度第 1次無擔保普通公司債乙券,2.02,20250109,20350109,2.02,1,1,9.1743,8.9933,4704.3215
B9A702,P13喬山1A,20240813,喬山 113年度第一次有擔保普通公司債甲券,2.1,20240813,20270813,2.1,1,1,2.9433,2.8831,561.2698
B9A703,P13喬山1B,20240830,喬山 113年度第一次有擔保普通公司債乙券,2.2,20240813,20290813,2.2,1,1,4.7509,4.6492,1336.6915
B9A802,P10漢翔1,20231220,漢翔 110年度第 1次無擔保普通公司債,1.73,20210526,20280526,0.52,1,1,4.3839,4.3097,1092.1433
B9A902,P13晟田1,20241014,晟田 113年度第 1次有擔保普通公司債,1.92,20241014,20271014,1.92,1,1,2.9481,2.8929,564.479
B9AB01,P09台新證1,20221201,台新證券 109年度第 1次無擔保次順位普通公司債,2.6033,20200110,20300110,1.35,1,1,6.7429,6.5734,2386.6348
B9AC02,P10永豐金1,20211022,永豐金 110年度第 1期無擔保普通公司債,0.56,20211021,20261021,0.56,1,1,4.9375,4.91,1461.4439
B9AD01,P09合庫金1,20210222,合庫金 109年度第 1次無擔保普通公司債,0.6,20200526,20270526,0.68,1,1,6.1165,6.08,2202.0407
B9AD03,P09合庫金3,20250415,合庫金 109年度第 2次無擔保普通公司債乙券,1.89,20201007,20271007,0.66,1,1,2.4619,2.4165,401.2591
B9AD04,P10合庫金1,20240809,合庫金 110年度第 1次無擔保普通公司債甲券,1.85,20210712,20260712,0.49,1,1,1.9217,1.8869,264.0385
B9AD05,P10合庫金2,20231103,合庫金 110年度第 1次無擔保普通公司債乙券,1.68,20210712,20280712,0.55,1,1,4.638,4.5617,1209.9832
B9AF02,P12光鼎1,20230608,光鼎 112年度第 1次有擔保普通公司債,1.4973,20230608,20260608,1.5,1,1,2.9596,2.9161,572.2105
B9AG02,P09中華電2,20210202,中華電 109年度第 1次無擔保普通公司債乙券,0.4218,20200730,20270730,0.54,1,1,6.3795,6.3528,2381.7058
B9AG03,P09中華電3,20200731,中華電 109年度第 1次無擔保普通公司債丙券,0.59,20200730,20300730,0.59,1,1,9.7371,9.68,5250.2957
B9AG04,P10中華電1,20210420,中華電 110年度第 1次無擔保普通公司債甲券,0.42,20210420,20260420,0.42,1,1,4.9613,4.9406,1472.512
B9AG05,P10中華電2,20210420,中華電 110年度第 1次無擔保普通公司債乙券,0.46,20210420,20280420,0.46,1,1,6.9078,6.8762,2726.236
B9AG06,P10中華電3,20210420,中華電 110年度第 1次無擔保普通公司債丙券,0.5,20210420,20310420,0.5,1,1,9.783,9.7343,5288.6516
B9AG07,P11中華電1,20220407,中華電 111年度第 1次無擔保普通公司債,1.1,20220315,20270315,0.69,1,1,4.8723,4.8193,1382.1712
B9AG08,P14中華電1,20250804,中華電 114年度第 1次無擔保普通公司債,1.73,20250804,20300804,1.73,1,1,4.839,4.757,1387.4503
B9AH03,P10美好1,20210525,美好證 110年度第 1次有擔保普通公司債,0.646,20210524,20260524,0.65,1,1,4.9363,4.9047,1455.9732
B9AH04,P13美好1,20241231,美好證 113年度第 1次有擔保次順位普通公司債,3.6995,20241231,20301231,3.7,1,1,5.5128,5.319,1742.4672
B9AH05,P14美好1,20250110,美好證 114年度第 1次有擔保次順位普通公司債,3.7006,20250110,20310110,3.7,1,1,5.5128,5.3189,1742.3371
B9AK02,P12凱基壽1,20240729,凱基人壽 112年度第一期無擔保累積次順位公司債,3.5,20230725,20330725,3.75,1,1,7.846,7.5842,3552.6735
B9AK03,P13凱基壽1A,20241015,凱基人壽 113年度第一期無擔保累積次順位債甲券,3.7035,20240913,20340913,3.75,1,1,8.4897,8.191,4106.3457
B9AK04,P13凱基壽1B,20240913,凱基人壽 113年度第一期無擔保累積次順位債乙券,3.88,20240913,20390913,3.88,1,1,11.7611,11.3289,7962.4393
B9AL01,P10欣陸1,20210114,欣陸 109年度第 1次有擔保普通公司債,0.548,20210111,20260111,0.55,1,1,4.9405,4.9136,1459.5687
B9AM01,P10崑鼎1A,20230511,崑鼎 110年度第 1期無擔保普通公司債甲券,1.605,20210527,20260527,0.65,1,1,3.0083,2.961,575.3988
B9AM02,P10崑鼎1B,20210527,崑鼎 110年第 1期無擔保公司債券乙券,0.56,20210527,20260527,0.56,1,1,4.9476,4.92,1462.8759
B9AN01,P10合勤控1,20250806,合勤控 110年度第 1期無擔保普通公司債,1.83,20210805,20260805,0.85,1,1,0.9917,0.9739,95.5432
B9AP01,P10雲品1,20210908,雲品 110年度第 1次有擔保普通公司債,0.58,20210908,20260908,0.58,1,1,4.9458,4.9174,1461.7042
B9AQ01,P10精誠1,20230315,精誠 110年度第 1次無擔保普通公司債,1.6483,20210927,20260927,0.82,1,1,3.4919,3.4355,745.6429
B9AR01,P10元大期1,20211112,元大期 110年度第一次無擔保次順位普通公司債,0.85,20211112,20281112,0.85,1,1,6.8299,6.7725,2664.3375
B9AS01,P11北基1,20230427,北基 111年度第 1次有擔保普通公司債,1.51,20220614,20270614,1.95,1,1,3.9503,3.8918,1007.6056
B9AS02,P11北基2,20220922,北基 111年度第 2次有擔保普通公司債,1.8,20220922,20270922,1.8,1,1,4.8328,4.7477,1383.1456
B9AT01,P12新鑫1,20251020,新鑫 112年度第 1期無擔保普通公司債,1.76,20230412,20260412,1.9,1,1,0.4795,0.4712,34.6186
B9AU01,P12旭然1,20231218,旭然 112年度第一次有擔保普通公司債,1.729,20231218,20261218,1.73,1,1,2.9533,2.9033,567.9638
B9AV01,P14全球壽1,20251103,全球人壽 114年度第一期無擔保累積次順位公司債,4.1664,20250523,20350523,4.2,1,1,7.9814,7.6679,3736.1695
B9AW01,P14星宇航1,20251028,星宇航空 114年度第 1次有擔保普通公司債,1.7,20251028,20281028,1.7,1,1,2.9541,2.905,568.4762
B9AW02,P14星宇航2,20251029,星宇航空 114年度第 2次有擔保普通公司債,1.75,20251029,20281029,1.75,1,1,2.9528,2.9022,567.5716
B9AW03,P14星宇航3,20251030,星宇航空 114年度第 3次有擔保普通公司債,1.7785,20251029,20301029,1.78,1,1,4.8318,4.7478,1383.2074
B9AW04,P14星宇航4,20251029,星宇航空 114年度第 4次有擔保普通公司債,1.78,20251029,20301029,1.78,1,1,4.8345,4.7504,1384.4165
F14802,13慧洋KY1,20240503,慧洋KY 113年度第 1次有擔保普通公司債,1.7493,20240503,20290503,1.75,1,1,4.8372,4.7542,1386.176
F15601,P08ORSTD1,20211015,ORSTD Bond 2019-1,0.585,20191119,20261119,0.92,1,1,4.9655,4.9367,1524.5165
F15602,P08ORSTD2,20200427,ORSTD Bond 2019-2,1.33,20191119,20341119,1.5,1,1,13.1466,12.9751,9912.8821
F15603,P09ORSTD1,20220627,ORSTD BOND 2020-1,1.84,20201113,20271113,0.6,1,1,5.2945,5.1994,1525.7103
F15604,P09ORSTD2,20220627,ORSTD BOND 2020-2,2.04,20201113,20301113,0.7,1,1,8.1324,7.9709,3275.9697
F15605,P09ORSTD3,20201113,ORSTD BOND 2020-3,0.98,20201113,20401113,0.98,1,1,18.2785,18.102,18244.5438
F18601,11中租KY1,20250602,中租KY 111年度第 1次無擔保普通公司債,0.0,20220414,20370414,1.9298,4,4,10.1105,9.837,5920.1775
G10156,P06上海1B,20170613,上海商銀 106年度第 1期次順位金融債券乙券,1.85,20170613,20270613,1.85,1,1,9.2384,9.0716,4765.6661
G10158,P06上海2B,20171215,上海商銀 106年度第 2期次順位金融債券乙券,1.55,20171215,20271215,1.55,1,1,9.3537,9.2115,4875.3025
G10160,P07上海1B,20180621,上海商銀 107年度第 1期次順位金融債券乙券,1.45,20180621,20280621,1.45,1,1,9.3928,9.259,4912.6409
G10164,P09上海1A,20200417,上海商銀 109年度第一期無擔保一般金融債券甲券,0.62,20200327,20270327,0.62,1,1,6.812,6.77,2659.3536
G10165,P09上海1B,20200327,上海商銀 109年度第一期無擔保一般金融債券乙券,0.64,20200327,20300327,0.64,1,1,9.7233,9.6616,5230.7853
G10166,P10上海1A,20211025,上海商銀 110年度第 1期次順位金融債券甲券,0.6,20211025,20281025,0.6,1,1,6.8796,6.8386,2703.751
G10167,P10上海1B,20211105,上海商銀 110年度第 1期次順位金融債券乙券,0.72,20211025,20311025,0.72,1,1,9.659,9.59,5170.1255
G10169,P11上海1B,20241125,上海商銀 111年度第一期無擔保一般金融債券乙券,1.805,20220722,20270722,1.7,1,1,2.6087,2.5626,459.3909
G10172,P12上海1,20240308,上海商銀 112年度第三期無擔保一般金融債券,1.49,20231212,20261212,1.6,1,1,2.721,2.6812,498.4323
G10173,P13上海1,20240329,上海商銀 113年度第 2期次順位金融債券,1.95,20240329,20340329,1.95,1,1,9.2006,9.0254,4729.4012
G10174,P13上海3A,20241231,上海商銀 113年度第三期無擔保一般金融債券甲券,1.9,20241227,20291227,1.9,1,1,4.8129,4.7234,1371.5974
G10175,P13上海3B,20241227,上海商銀 113年度第三期無擔保一般金融債券乙券,1.95,20241227,20311227,1.95,1,1,6.6219,6.4956,2500.2296
G10176,P14上海1,20250425,上海商銀 114年度第一期無擔保一般金融債券,1.88,20250425,20300425,1.88,1,1,4.8256,4.7369,1378.1871
G10177,P14上海2A,20251002,上海商銀 114年度第二期無擔保一般金融債券甲券,1.64,20250925,20280925,1.64,1,1,2.9366,2.8894,563.3495
G10178,P14上海2B,20250925,上海商銀 114年度第二期無擔保一般金融債券乙券,1.68,20250925,20300925,1.68,1,1,4.8435,4.7638,1390.5543
G102AY,P07玉銀1B,20180330,玉山銀 107年度第 2期次順位金融債券 B券,1.55,20180330,20280330,1.55,1,1,9.3537,9.2115,4875.3156
G102B6,P11玉銀2A,20220615,玉山銀 111年度第二期次順位金融債券甲券,1.9,20220615,20290615,1.9,1,1,6.631,6.508,2507.557
G102B7,P11玉銀2B,20220615,玉山銀 111年度第二期次順位金融債券乙券,2.1,20220615,20320615,2.1,1,1,9.1447,8.9577,4676.6349
G102B9,P11玉銀4,20221227,玉山銀 111年度第四期無擔保次順位金融債券,2.3,20221227,20291227,2.3,1,1,6.5592,6.413,2451.6805
G102BA,P12玉銀1,20230316,玉山銀 112年度第一期一般順位金融債券,1.4,20230316,20280316,1.4,1,1,4.8689,4.8018,1408.1375
G102BC,P13玉銀1,20240410,玉山銀 113年度第一期無擔保一般順位金融債券,1.5,20240410,20290410,1.5,1,1,4.8598,4.788,1401.7184
G102BD,P13玉銀2A,20240820,玉山銀 113年度第三期無擔保一般順位金融債甲券,1.75,20240820,20270820,1.75,1,1,2.9527,2.9021,567.53
G102BE,P13玉銀2B,20240820,玉山銀 113年度第三期無擔保一般順位金融債乙券,1.8,20240820,20290820,1.8,1,1,4.8328,4.7476,1383.0837
G102BF,P14玉銀1A,20250414,玉山銀 114年度第一期無擔保一般順位金融債甲券,1.8,20250414,20280414,1.8,1,1,2.9514,2.8994,566.6378
G102BG,P14玉銀1B,20250414,玉山銀 114年度第一期無擔保一般順位金融債乙券,1.85,20250414,20300414,1.85,1,1,4.8283,4.7409,1380.009
G102BH,P14玉銀1C,20250414,玉山銀 114年度第一期無擔保一般順位金融債丙券,1.95,20250414,20350414,1.95,1,1,9.2005,9.0251,4729.1485
G102BJ,P14玉銀2,20250725,玉山銀 114年度第二期無擔保一般順位金融債券,1.79,20250725,20280725,1.79,1,1,2.9517,2.9,566.834
G102BK,P14玉銀3,20251111,玉山銀 114年度第三期無擔保一般順位金融債券,1.65,20251111,20301111,1.65,1,1,4.8462,4.7678,1392.4368
G10322,P14高銀1,20250627,高雄銀 114年度第 1期長期次順位金融債券,2.38,20250627,20350627,2.38,1,1,9.0422,8.8336,4580.0231
G10323,P14高銀2,20250730,高雄銀 114年度第 2期長期次順位金融債券,2.38,20250730,20350730,2.38,1,1,9.0423,8.8337,4580.1125
G107BK,P07北富銀2B,20210519,台北富邦銀 107年度第 3期次順位金融債券乙券,0.7015,20180925,20280925,1.3,1,1,7.0167,6.968,2997.6011
G107BM,P07北富銀4,20181128,台北富邦銀 107年度第 6期無擔保主順位金融債券,1.1,20181128,20281128,1.1,1,1,9.5325,9.4289,5046.4559
G107BP,P08北富銀1,20220107,台北富邦銀 108年度第 1期無擔保主順位金融債券,0.76,20190320,20290320,0.98,1,1,6.9377,6.8853,2837.7347
G107BQ,P08北富銀2,20191016,台北富邦銀 108年度第 2期無擔保主順位金融債券,0.9,20190510,20290510,0.95,1,1,9.1588,9.0772,4729.3987
G107BT,P08北富銀5,20230818,台北富邦銀 108年度第 5期次順位金融債券,1.89,20190926,20290926,0.95,1,1,5.9136,5.8045,1917.4297
G107BU,P08北富銀6,20200618,台北富邦銀 108年度第 6期無擔保主順位金融債券,0.6866,20191030,20291030,0.88,1,1,8.9913,8.93,4649.1334
G107BV,P08北富銀7,20200102,台北富邦銀 108年度第 7期無擔保主順位金融債券,0.88,20191230,20291230,0.88,1,1,9.6038,9.52,5128.7653
G107BW,P09北富銀1,20200323,台北富邦銀 109年度第 1期無擔保主順位金融債券,0.75,20200320,20300320,0.75,1,1,9.6619,9.59,5179.0588
G107BY,P09北富銀3,20200622,台北富邦銀 109年度第 3期次順位金融債券甲券,0.7,20200622,20270622,0.7,1,1,6.8596,6.812,2687.8863
G107BZ,P09北富銀4,20200622,台北富邦銀 109年度第 3期次順位金融債券乙券,0.8,20200622,20300622,0.8,1,1,9.656,9.5796,5165.7733
G107C2,P10北富銀1,20240807,台北富邦銀 110年度第 1期無擔保主順位金融債券,1.8316,20210128,20260128,0.4,1,1,1.4758,1.4493,173.0794
G107C3,P10北富銀2,20250616,台北富邦銀 110年度第 2期無擔保主順位金融債券,1.77,20210902,20260902,0.4,1,1,1.2126,1.1916,128.0141
G107C4,P10北富銀3,20210902,台北富邦銀 110年度第 3期次順位金融債券,0.7,20210902,20310902,0.7,1,1,9.698,9.6307,5206.2969
G107C5,P10北富銀4,20210928,台北富邦銀 110年度第 4期主順位金融債券甲券,0.45,20210928,20260928,0.45,1,1,4.9522,4.93,1470.3582
G107C6,P10北富銀5,20210928,台北富邦銀 110年度第 4期主順位金融債券乙券,0.52,20210928,20280928,0.52,1,1,6.8957,6.86,2716.5692
G107C8,P11北富銀2,20250917,台北富邦銀 111年度第 2期次順位金融債券,1.8533,20220628,20290628,2.0,1,1,3.6674,3.601,845.2642
G107CA,P11北富銀4,20230724,台北富邦銀 111年度第 4期次順位金融債券,1.8523,20220915,20290915,1.9,1,1,5.7748,5.6704,1994.535
G107CE,P12北富銀3,20230427,台北富邦銀 112年度第 3期無擔保主順位金融債券,1.4,20230427,20280427,1.4,1,1,4.8689,4.8018,1408.1288
G107CG,P13北富銀1,20240613,台北富邦銀 113年度第 1期無擔保主順位金融債券,1.6,20240612,20270612,1.6,1,1,2.9541,2.9077,569.3691
G107CH,P13北富銀2,20240902,台北富邦銀 113年度第 2期無擔保主順位金融債券,2.05,20240902,20340902,2.05,1,1,9.1632,8.9799,4693.8837
G107CJ,P13北富銀3,20240918,台北富邦銀 113年度第 3期無擔保主順位金融債券,2.02,20240916,20340916,2.02,1,1,9.1689,8.9882,4700.0282
G107CK,P14北富銀1A,20250120,台北富邦銀 114年度第 1期主順位金融債券甲券,2.0,20250120,20350120,2.0,1,1,9.1818,9.0024,4711.447
G107CL,P14北富銀1B,20250120,台北富邦銀 114年度第 1期主順位金融債券乙券,2.0,20250120,20350120,2.0,1,1,9.1818,9.0024,4711.447
G107CM,P14北富銀2,20251014,台北富邦銀 114年度第 2期主順位金融債券,2.0294,20250324,20350324,2.03,1,1,8.6099,8.4396,4244.2117
G107CN,P14北富銀3,20251014,台北富邦銀 114年度第 3期無擔保主順位金融債券,1.85,20251014,20351014,1.85,1,1,9.2383,9.0713,4765.3419
G10826,P10元大銀1,20210223,元大銀 110年度第 1期次順位金融債券,0.67,20210223,20310223,0.67,1,1,9.7111,9.6464,5219.8729
G10827,P10元大銀2,20210429,元大銀 110年度第 2期無擔保一般順位金融債券,0.45,20210429,20260429,0.45,1,1,4.9584,4.9362,1470.476
G10828,P11元大銀1,20220321,元大銀 111年度第 1期一般順位金融債券,0.77,20220321,20270321,0.77,1,1,4.9276,4.89,1448.9645
G10829,P11元大銀2,20221124,元大銀 111年度第 2期次順位金融債券,2.4,20221124,20291124,2.4,1,1,6.5416,6.3895,2437.8856
G10830,P11元大銀3A,20221229,元大銀 111年度第 3期次順位金融債券甲券,2.4,20221229,20301229,2.4,1,1,7.3921,7.2203,3086.6801
G10831,P11元大銀3B,20221229,元大銀 111年度第 3期次順位金融債券乙券,2.55,20221229,20321229,2.55,1,1,8.9814,8.7601,4523.0319
G10832,P13元大銀1,20240628,元大銀 113年度第 1期一般順位金融債券,1.75,20240627,20270627,1.75,1,1,2.95,2.8994,566.6379
G10833,P14元大銀1,20250331,元大銀 114年度第 1期一般順位金融債券,1.82,20250331,20280331,1.82,1,1,2.9509,2.8983,566.2766
G10834,P14元大銀2,20250529,元大銀 114年度第 2期次順位金融債券,2.35,20250529,20350529,2.35,1,1,9.053,8.8465,4589.995
G10835,P14元大銀3,20250925,元大銀 114年度第 3期次順位金融債券券,2.35,20250925,20350925,2.35,1,1,9.0531,8.8468,4590.3314
G10921,P08聯邦1A,20190926,聯邦銀 108年度第 1期次順位金融債券 A券,1.1,20190926,20260926,1.1,1,1,6.7811,6.7076,2625.7332
G10922,P08聯邦1B,20211013,聯邦銀 108年度第 1期次順位金融債券 B券,0.9006,20190926,20290926,1.23,1,1,7.6281,7.56,3395.7949
G10924,P14聯邦1,20250925,聯邦銀 114年度第 1期無擔保一般順位金融債券,1.7996,20250829,20280829,1.8,1,1,2.8775,2.8269,543.0663
G110A7,P06永豐銀2,20191216,永豐銀行 106年第 1期無擔保次順位金融債券乙券,1.225,20170224,20270224,1.9,1,1,6.7099,6.629,2793.8107
G110A9,P06永豐銀4,20181101,永豐銀行 106年度第 3期無擔保次順位金融債乙券,1.5,20170628,20270628,1.95,1,1,8.0084,7.89,3823.7354
G110AC,P07永豐銀2,20180430,永豐銀行 107年度第 1期無擔保次順位金融債乙券,1.65,20180430,20280430,1.65,1,1,9.3149,9.1645,4838.3938
G110AE,P08永豐銀2,20200225,永豐銀行 108年度第 2期無擔保次順位金融債甲券,0.725,20190125,20260125,1.4,1,1,5.7212,5.68,2006.8585
G110AF,P08永豐銀3,20220216,永豐銀行 108年度第 2期無擔保次順位金融債乙券,0.9525,20190125,20290125,1.55,1,1,6.6395,6.577,2652.6828
G110AJ,P08永豐銀6,20190823,永豐銀 108年度第 5期無擔保次順位金融債券甲券,1.03,20190823,20260823,1.03,1,1,6.7947,6.7256,2636.4601
G110AK,P08永豐銀7,20210420,永豐銀 108年度第 5期無擔保次順位金融債券乙券,0.7815,20190823,20290823,1.13,1,1,7.9623,7.9008,3741.0339
G110AM,P09永豐銀2,20200331,永豐銀行 109年度第 2期無擔保次順位金融債券,0.75,20200331,20300331,0.75,1,1,9.677,9.6051,5185.9615
G110AP,P09永豐銀4,20210623,永豐銀行 109年度第 4期無擔保次順位金融債券,0.7425,20200630,20300630,1.0,1,1,8.5933,8.53,4324.6685
G110AR,P09永豐銀6,20201029,永豐銀行 109年度第 6期無擔保次順位金融債券,0.87,20201029,20301029,0.87,1,1,9.6269,9.5442,5137.7629
G110AT,P10永豐銀1,20250604,永豐銀行 110年度第 1期無擔保主順位金融債券,1.6,20210518,20260518,0.45,1,1,0.9563,0.9413,89.6537
G110AV,P10永豐銀3,20210528,永豐銀行 110年度第 3期無擔保次順位金融債券,0.82,20210528,20310528,0.82,1,1,9.6477,9.5695,5157.7345
G110AX,P10永豐銀5,20211028,永豐銀行 110年度第 5期無擔保次順位金融債券,0.8,20211028,20311028,0.8,1,1,9.656,9.5796,5165.7312
G110AZ,P11永豐銀2,20220408,永豐銀行 111年度第 2期無擔保主順位金融債券,0.78,20220408,20270408,0.78,1,1,4.9267,4.8884,1448.2431
G110B2,P13永豐銀1,20250604,永豐銀行 113年度第 1期無擔保主順位金融債券,1.6,20240926,20260926,1.73,1,1,1.2983,1.2779,147.3013
G110B3,P14永豐銀1,20250917,永豐銀行 114年度第 1期無擔保主順位金融債券,1.72,20250917,20280917,1.72,1,1,2.9536,2.9038,568.1068
G11466,03中信銀2A,20250721,中信銀 103年度第 2期無擔保次順位金融債券 A券,1.9515,20140626,20290626,2.0,1,1,3.821,3.7482,901.054
G11474,P10中信銀1,20231026,中信銀 110年度第 2期無擔保主順位金融債券,1.578,20210518,20260518,0.43,1,1,2.5494,2.5099,427.7473
G11475,P14中信銀1A,20250312,中信銀 114年度第11期無擔保主順位金融債券甲券,2.05,20250312,20350312,2.05,1,1,9.1631,8.9797,4693.6878
G11476,P14中信銀1B,20250312,中信銀 114年度第11期無擔保主順位金融債券乙券,2.05,20250312,20360312,2.05,1,1,9.5729,9.3813,5126.2668
G11477,P14中信銀2A,20250605,中信銀 114年度第21期無擔保次順位金融債券 A券,2.3,20250605,20350605,2.3,1,1,9.0712,8.8685,4607.1159
G11480,P14中信銀3B,20250924,中信銀 114年度第60期無擔保次順位金融債券 B券,2.6,20250923,20400923,2.6,1,1,12.6666,12.3486,9056.4143
G11653,P05新光銀2,20160129,新光銀 105年度第 1期無擔保次順位金融債券 B券,1.8,20160129,20260129,1.8,1,1,9.2574,9.0948,4783.8162
G11655,P07新光銀2,20180628,新光銀行 107年度第 2期無擔保次順位金融債券,1.62,20180628,20280628,1.62,1,1,9.3265,9.1786,4849.5185
G11659,P09新光銀3,20201223,新光銀行 109年度第 3期次順位金融債券,0.75,20201223,20301223,0.75,1,1,9.677,9.6052,5186.0584
G11660,P10新光銀1,20210623,新光銀行 110年度第 1期無擔保主順位金融債券,0.5,20210623,20260623,0.5,1,1,4.9535,4.9289,1467.0917
G11663,P13新光銀1,20251014,新光銀行 113年度第 1期無擔保次順位金融債券甲,2.4533,20240507,20310507,2.7,1,1,5.1948,5.0714,1630.2944
G11664,P13新光銀2,20250520,新光銀行 113年度第 1期無擔保次順位金融債券乙,3.0,20240507,20340507,3.0,1,1,8.0159,7.7849,3623.7005
G11733,P06王道銀1,20210701,王道銀行 106年度第 1次次順位金融債券,0.7525,20170905,20270905,1.97,1,1,5.8033,5.76,2202.2443
G11735,P06王道銀3,20171227,王道銀行 106年度第二次次順位金融債券乙券,1.82,20171227,20271227,1.82,1,1,9.2498,9.0856,4776.6516
G11737,P07王道銀2,20180629,王道銀行 107年度第 1次次順位金融債券乙券,1.75,20180629,20280629,1.75,1,1,9.2765,9.118,4801.9773
G11738,P08王道銀1,20190606,王道銀行 108年度第 1次次順位金融債券,1.5,20190606,20260606,1.5,1,1,6.7025,6.6035,2565.1619
G11739,P10王道銀1,20210625,王道銀行 110年度第 1次次順位金融債券,0.9,20210625,20280625,0.9,1,1,6.8207,6.7599,2657.5284
G11741,P11王道銀1,20220927,王道銀行 111年度第 1次次順位金融債券,2.3,20220927,20290927,2.3,1,1,6.5592,6.4127,2451.4789
G11742,P12王道銀1,20230427,王道銀行 112年度第 1次次順位金融債券,2.0,20230427,20300427,2.0,1,1,6.6129,6.4841,2493.5043
G11743,P12王道銀2,20230927,王道銀行 112年度第 2次次順位金融債券,2.2,20230927,20300927,2.2,1,1,6.577,6.4365,2465.495
G11744,P13王道銀1,20240327,王道銀行 113年度第 1次次順位金融債券,2.3,20240327,20310327,2.3,1,1,6.5592,6.4128,2451.5321
G11745,P13王道銀2,20240627,王道銀行 113年度第 2次次順位金融債券,2.5,20240627,20310627,2.5,1,1,6.524,6.366,2424.0804
G11746,P14王道銀1A,20250926,王道銀行 114年度第 1次次順位金融債券甲券,2.55,20250926,20320926,2.55,1,1,6.5154,6.3549,2417.6029
G11747,P14王道銀1B,20250926,王道銀行 114年度第 1次次順位金融債券乙券,2.7,20250926,20350926,2.7,1,1,8.9283,8.6959,4473.2897
G11839,P11兆豐銀1,20220222,兆豐商銀 111年度第 1期無擔保一般順位金融債券,0.7,20220222,20270222,0.7,1,1,4.9343,4.9,1453.6409
G11840,P11兆豐銀2,20221007,兆豐銀行 111年度第 4期無擔保次順位金融債券,1.82,20221007,20291007,1.82,1,1,6.6456,6.5271,2518.8093
G11841,P11兆豐銀3,20221007,兆豐銀行 111年度第 5期無擔保次順位金融債券,1.9,20221007,20321007,1.9,1,1,9.2193,9.0477,4746.8021
G11842,P11兆豐銀4,20221122,兆豐銀行 111年度第 6期無擔保次順位金融債券,2.18,20221122,20301122,2.18,1,1,7.4433,7.2854,3129.0101
G11843,P11兆豐銀5,20221226,兆豐銀行 111年度第 7期無擔保次順位金融債券,2.2,20221226,20291226,2.2,1,1,6.577,6.4365,2465.4798
G11844,P12兆豐銀1,20230321,兆豐銀行 112年度第 1期無擔保一般順位金融債券,1.4,20230321,20280321,1.4,1,1,4.8689,4.8018,1408.1339
G11845,P13兆豐銀1,20240115,兆豐銀行 113年度第 1期無擔保一般順位金融債券,1.448,20240115,20270115,1.45,1,1,2.961,2.9188,573.0963
G11846,P13兆豐銀2,20240515,兆豐銀行 113年度第 3期無擔保一般順位金融債券,1.5,20240515,20270515,1.5,1,1,2.9596,2.9159,572.0825
G11847,P13兆豐銀3,20241230,兆豐銀行 113年度第 4期無擔保長期次順位金融債,2.0,20241227,20341227,2.0,1,1,9.1735,8.9942,4704.4536
G12126,P06台企銀3,20200623,臺企銀 106年度第 1期長期次順位金融債券 C券,0.725,20170328,20270328,1.85,1,1,6.4115,6.3654,2600.2142
G12127,P06台企銀4,20200115,臺企銀 106年度第 2期長期次順位金融債券,1.175,20170523,20270523,1.85,1,1,6.8809,6.8014,2917.0552
G12129,P07台企銀2,20211221,臺企銀 107年度第 2期長期次順位金融債券,0.7875,20180820,20280820,1.45,1,1,6.3798,6.33,2489.9934
G12130,P08台企銀1A,20211216,臺企銀 108年度第 1期長期次順位金融債券 A券,0.675,20190321,20260321,1.2,1,1,4.1478,4.12,1102.6582
